Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_029114,Ctenophore-associated circular genome 3,RefSeq,GCF_001550985.1,"Breitbart,M., Benner,B.E., Jernigan,P.E., Rosario,K., Birsa,L.M., Harbeitner,R.C., Fulford,S., Graham,C., Walters,A., Goldsmith,D.B., Berger,S.A., Nejstgaard,J.C., Benner,B., Jernigan,P., Birsa,L., Nejstgaard,J.","National Center for Biotechnology Information, NIH",USA,2016-02-05,I1216-D11,Ctenophore-associated circular genome 3,1223,complete,,"USA: Skidaway River, Georgia",GA,Mnemiopsis leidyi,,2013-07-16
NC_029115,Ctenophore-associated circular genome 4,RefSeq,GCF_001550605.1,"Breitbart,M., Benner,B.E., Jernigan,P.E., Rosario,K., Birsa,L.M., Harbeitner,R.C., Fulford,S., Graham,C., Walters,A., Goldsmith,D.B., Berger,S.A., Nejstgaard,J.C., Benner,B., Jernigan,P., Birsa,L., Nejstgaard,J.","National Center for Biotechnology Information, NIH",USA,2016-02-05,I1216-F10,Ctenophore-associated circular genome 4,1210,complete,,"USA: Skidaway River, Georgia",GA,Mnemiopsis leidyi,,2013-07-16
NC_029117,Turnip leaf roll virus,RefSeq,GCF_001550845.1,"Kamali,M., Heydarnejad,J., Massumi,H., Kvarnheden,A., Kraberger,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2016-02-05,IR:Hom:Th2:Tur:12,Turnip leaf roll virus,2965,complete,,Iran,,Brassica rapa var. rapa,,2012
NC_029122,Tofla virus,RefSeq,GCF_001550785.1,"Shimada,S., Aoki,K., Nabeshima,T., Fuxun,Y., Kurosaki,Y., Shiogama,K., Onouchi,T., Sakaguchi,M., Fuchigami,T., Ono,H., Nishi,K., Posadas-Herrera,G., Uchida,L., Takamatsu,Y., Yasuda,J., Tsutsumi,Y., Fujita,H., Morita,K., Hayasaka,D.","National Center for Biotechnology Information, NIH",USA,2016-02-05,,Orthonairovirus japonicum,1699,complete,S,Japan,,Haemaphysalis flava,,2013-11-12
NC_029123,Tofla virus,RefSeq,GCF_001550785.1,"Shimada,S., Aoki,K., Nabeshima,T., Fuxun,Y., Kurosaki,Y., Shiogama,K., Onouchi,T., Sakaguchi,M., Fuchigami,T., Ono,H., Nishi,K., Posadas-Herrera,G., Uchida,L., Takamatsu,Y., Yasuda,J., Tsutsumi,Y., Fujita,H., Morita,K., Hayasaka,D.","National Center for Biotechnology Information, NIH",USA,2016-02-05,,Orthonairovirus japonicum,4625,complete,M,Japan,,Haemaphysalis flava,,2013-11-12
NC_029124,Tofla virus,RefSeq,GCF_001550785.1,"Shimada,S., Aoki,K., Nabeshima,T., Fuxun,Y., Kurosaki,Y., Shiogama,K., Onouchi,T., Sakaguchi,M., Fuchigami,T., Ono,H., Nishi,K., Posadas-Herrera,G., Uchida,L., Takamatsu,Y., Yasuda,J., Tsutsumi,Y., Fujita,H., Morita,K., Hayasaka,D.","National Center for Biotechnology Information, NIH",USA,2016-02-05,,Orthonairovirus japonicum,12143,complete,L,Japan,,Haemaphysalis flava,,2013-11-12
NC_029125,Rosellinia necatrix megabirnavirus 2-W8,RefSeq,GCF_001551545.1,"Sasaki,A., Nakamura,H., Suzuki,N., Kanematsu,S.","National Center for Biotechnology Information, NIH",USA,2016-02-05,,Rosellinia necatrix megabirnavirus 2-W8,8985,complete,1,Japan,,Rosellinia necatrix,,
NC_029126,Rosellinia necatrix megabirnavirus 2-W8,RefSeq,GCF_001551545.1,"Sasaki,A., Nakamura,H., Suzuki,N., Kanematsu,S.","National Center for Biotechnology Information, NIH",USA,2016-02-05,,Rosellinia necatrix megabirnavirus 2-W8,7959,complete,2,Japan,,Rosellinia necatrix,,
NC_029127,Adana virus,RefSeq,GCF_001550965.1,"Alkan,C., Alwassouf,S., Piorkowski,G., Bichaud,L., Tezcan,S., Dincer,E., Ergunay,K., Ozbel,Y., Alten,B., de Lamballerie,X., Charrel,R.N., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2016-02-05,,Phlebovirus adanaense,6405,complete,L,Turkey,,Phlebotomus,,2012
NC_029128,Adana virus,RefSeq,GCF_001550965.1,"Alkan,C., Alwassouf,S., Piorkowski,G., Bichaud,L., Tezcan,S., Dincer,E., Ergunay,K., Ozbel,Y., Alten,B., de Lamballerie,X., Charrel,R.N., De Lamballerie,X., Charrel,R.","National Center for Biotechnology Information, NIH",USA,2016-02-05,,Phlebovirus adanaense,4229,complete,M,Turkey,,Phlebotomus,,2012
NC_029129,Adana virus,RefSeq,GCF_001550965.1,"Alkan,C., Alwassouf,S., Piorkowski,G., Bichaud,L., Tezcan,S., Dincer,E., Ergunay,K., Ozbel,Y., Alten,B., de Lamballerie,X., Charrel,R.N., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2016-02-05,,Phlebovirus adanaense,1755,complete,S,Turkey,,Phlebotomus,,2012
NC_029053,Kafue kinda chacma baboon virus,RefSeq,GCF_001550425.1,"Bailey,A.L., Lauck,M., Ghai,R., Nelson,C.W., Heimbruch,K., Hughes,A.L., Goldberg,T.L., Jasinska,A.J., Freimer,N.B., Apetrei,C., O'Connor,D.H., Vervet Research Consortium,T.I.","National Center for Biotechnology Information, NIH",USA,2016-02-04,KKCBV-1,Thetaarterivirus kafuba,14924,complete,,Zambia,,Chlorocebus pygerythrus,,2012-04-25
NC_029051,Jasmine virus T,RefSeq,GCF_001549545.1,"Tang,Y., Gao,F., Yang,Z., Wu,Z., Yang,L., Tang,Y.J., Gao,F.L., Wu,Z.J.","National Center for Biotechnology Information, NIH",USA,2016-02-03,,Potyvirus jasmini,9590,complete,,China,,Jasminum,,2014-11-01
NC_029052,Goose dicistrovirus,RefSeq,GCF_001549565.1,"Greninger,A.L., Jerome,K.R.","National Center for Biotechnology Information, NIH",USA,2016-02-03,UW1,Goose dicistrovirus,9130,complete,,"USA: Seattle, Washington, Lake Union Park",WA,,feces,2015-09-19
NC_028789,Bacillus phage VMY22,RefSeq,GCF_001505535.1,"Qin,K., Cheng,B., Zhang,S., Wang,N., Fang,Y., Zhang,Q., Kuang,A., Lin,L., Ji,X., Wei,Y., Qin,K.-H., Wei,Y.-L.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Mingyongvirus VMY22,18609,complete,,,,Bacillus cereus,,
NC_028793,Phasey bean mild yellows virus,RefSeq,GCF_001502815.2,"Sharman,M., Kehoe,M., Coutts,B., van Leur,J., Filardo,F., Thomas,J.","National Center for Biotechnology Information, NIH",USA,2016-01-05,NSWCP15,Phasey bean mild yellows virus,5851,complete,,Australia,,Cicer arietinum,,2013
NC_028867,Fox fecal rhabdovirus,RefSeq,GCF_001503895.1,"Bodewes,R., Ruiz-Gonzalez,A., Schapendonk,C.M., van den Brand,J.M., Osterhaus,A.D., Smits,S.L., Schurch,A.C., Haagmans,B.L.","National Center for Biotechnology Information, NIH",USA,2016-01-05,S40,Fox fecal rhabdovirus,15541,complete,,Spain,,Vulpes vulpes,feces,2013-04-08
NC_028868,Asian prunus virus 2,RefSeq,GCF_001502755.1,"Marais,A., Faure,C., Candresse,T.","National Center for Biotechnology Information, NIH",USA,2016-01-05,Bungo Q-1256-01,Asian prunus virus 2,9362,complete,,Japan,,Prunus mume,,
NC_028875,Malvastrum yellow vein Chitwan betasatellite,RefSeq,GCF_001505475.1,"Shahid,M.S., Natsuaki,K.T.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Malvastrum yellow vein Chitwan betasatellite,1317,complete,,Nepal,,Phaseolus lunatus,,2010-12-23
NC_028902,Qubevirus faecium,RefSeq,GCF_001502735.1,"Kirs,M., Smith,D.C., Johnson,P.W.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Qubevirus faecium,4184,complete,,USA,,,,
NC_028921,Thelephora terrestris virus 1,RefSeq,GCF_001500735.1,"Petrzik,K., Sarkisova,T., Stary,J., Koloniuk,I., Hrabakova,L., Kubesova,O.","National Center for Biotechnology Information, NIH",USA,2016-01-05,Lasovice,Thelephora terrestris virus 1,10316,complete,,Czech Republic,,Thelephora terrestris,,2014
NC_028948,Penicillium aurantiogriseum totivirus 1,RefSeq,GCF_001501435.1,"Nerva,L., Ciuffo,M., Vallino,M., Margaria,P., Varese,G.C., Gnavi,G., Turina,M., Varese,C.","National Center for Biotechnology Information, NIH",USA,2016-01-05,MUT4330,Penicillium aurantiogriseum totivirus 1,5181,complete,,Italy,,Penicillium aurantiogriseum,,2014
NC_028949,Hordeum vulgare alphaendornavirus,RefSeq,GCF_001502155.1,"Candresse,T., Marais,A., Sorrentino,R., Faure,C., Theil,S., Cadot,V., Rolland,M., Villemot,J., Rabenstein,F.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Hordeum vulgare alphaendornavirus,14243,complete,,Germany,,Hordeum vulgare,,2015
NC_028963,Rat arterivirus 1,RefSeq,GCF_001501455.1,"Wu,Z., Lu,L., Du,J., Yang,L., Ren,X., Liu,B., Jiang,J., Yang,J., Dong,J., Sun,L., Zhu,Y., Li,Y., Zheng,D., Zhang,C., Su,H., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Yang,F., Daszak,P., Wang,J., Liu,Q., Jin,Q.","National Center for Biotechnology Information, NIH",USA,2016-01-05,Jilin2014,Betaarterivirus chinrav 1,15728,complete,,China: Jilin,,Myodes rufocanus,,2014-08
NC_028964,Gallivirus Pf-CHK1/GV,RefSeq,GCF_001500755.1,"Boros,A., Pankovics,P., Adonyi,A., Fenyvesi,H., Day,J.M., Phan,T.G., Delwart,E., Reuter,G.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Gallivirus Pf-CHK1/GV,8506,complete,,Hungary,,Gallus gallus,cloaca,2013
NC_028970,Avisivirus Pf-CHK1/AsV,RefSeq,GCF_001502795.1,"Boros,A., Pankovics,P., Adonyi,A., Fenyvesi,H., Day,J.M., Phan,T.G., Delwart,E., Reuter,G.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Avisivirus Pf-CHK1/AsV,7270,complete,,Hungary,,Gallus gallus,cloaca,2013
NC_028973,Bocaparvovirus lagomorph1,RefSeq,GCF_001501395.1,"Lanave,G., Martella,V., Farkas,S.L., Marton,S., Feher,E., Bodnar,L., Lavazza,A., Decaro,N., Buonavoglia,C., Banyai,K.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Bocaparvovirus lagomorph1,5027,complete,,Italy,,Oryctolagus cuniculus,feces,2001
NC_028975,Asian prunus virus 3,RefSeq,GCF_001502135.1,"Marais,A., Faure,C., Candresse,T.","National Center for Biotechnology Information, NIH",USA,2016-01-05,Nanjing,Asian prunus virus 3,9654,complete,,China,,Prunus mume,,
NC_028981,Tupaia hepatovirus A,RefSeq,GCF_001502175.1,"Ng,T.F.F., Reuter,G., Oberste,S., Nix,W.A.","National Center for Biotechnology Information, NIH",USA,2016-01-05,TN1,Tupaia hepatovirus A,7417,complete,,China,,Tupaia chinensis,liver,2012-01-01
NC_028985,Okra leaf curl Oman virus,RefSeq,GCF_001504015.1,"Khan,A.J., Akhtar,S.","National Center for Biotechnology Information, NIH",USA,2016-01-05,OK-2,Okra leaf curl Oman virus,2788,complete,,Oman:Barka,,Abelmoschus esculentus,plant leaf,2012
NC_028989,Pepper yellow leaf curl Thailand virus,RefSeq,GCF_001502775.2,"Chiemsombat,P., Srikhamphung,B.","National Center for Biotechnology Information, NIH",USA,2016-01-05,KON-KG5,Pepper yellow leaf curl Thailand virus,2742,complete,DNA-A,Thailand,,Capsicum annuum,,2014-11-22
NC_028993,Gokushovirinae GAIR4,RefSeq,GCF_001502915.1,"Diemer,G.S.","National Center for Biotechnology Information, NIH",USA,2016-01-05,GAIR4,Gokushovirinae GAIR4,4468,complete,,"USA: Boiling Springs Lake, Lassen Volcanic National Park",CA,,,2009-09-25
NC_028994,Gokushovirinae GNX3R,RefSeq,GCF_001502295.1,"Diemer,G.S.","National Center for Biotechnology Information, NIH",USA,2016-01-05,GNX3R,Gokushovirinae GNX3R,4273,complete,,"USA: Boiling Springs Lake, Lassen Volcanic National Park",CA,,,2009-09-25
NC_029012,Parabacteroides phage YZ-2015a,RefSeq,GCF_001502975.1,"Quaiser,A., Dufresne,A., Ballaud,F., Roux,S., Zivanovic,Y., Colombet,J., Sime-Ngando,T., Francez,A.J.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Parabacteroides phage YZ-2015a,4623,complete,,,,Parabacteroides distasonis,,
NC_029014,Parabacteroides phage YZ-2015b,RefSeq,GCF_001502355.1,"Quaiser,A., Dufresne,A., Ballaud,F., Roux,S., Zivanovic,Y., Colombet,J., Sime-Ngando,T., Francez,A.J.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Parabacteroides phage YZ-2015b,5001,complete,,,,Parabacteroides merdae,,
NC_029034,Colombian potato soil-borne virus,RefSeq,GCF_001502195.2,"Gil,J.F., Adams,I., Boonham,N., Nielsen,S.L., Nicolaisen,M.","Aarhus University, Agroecology",Denmark,2016-01-05,IS9,Colombian potato soil-borne virus,6170,complete,RNA 1,Colombia,,Nicotiana benthamiana,,2010
NC_029035,Colombian potato soil-borne virus,RefSeq,GCF_001502195.2,"Gil,J.F., Adams,I., Boonham,N., Nielsen,S.L., Nicolaisen,M.","Aarhus University, Agroecology",Denmark,2016-01-05,IS9,Colombian potato soil-borne virus,3164,complete,RNA 2,Colombia,,Nicotiana benthamiana,,2010
NC_029036,Currant latent virus,RefSeq,GCF_001503195.1,"Petrzik,K., Koloniuk,I., Pribylova,J., Spak,J.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Cheravirus ribis,3292,complete,RNA 2,Czech Republic,,Ribes rubrum,,2015
NC_029037,Colombian potato soil-borne virus,RefSeq,GCF_001502195.2,"Gil,J.F., Adams,I., Boonham,N., Nielsen,S.L., Nicolaisen,M.","Aarhus University, Agroecology",Denmark,2016-01-05,IS9,Colombian potato soil-borne virus,3028,complete,RNA 3,Colombia,,Nicotiana benthamiana,,2010
NC_029038,Currant latent virus,RefSeq,GCF_001503195.1,"Petrzik,K., Koloniuk,I., Pribylova,J., Spak,J.","National Center for Biotechnology Information, NIH",USA,2016-01-05,,Cheravirus ribis,6603,complete,RNA 1,Czech Republic,,Ribes rubrum,,2015
NC_028651,Hydrogenobaculum phage 1,RefSeq,GCF_001470575.1,"Gudbergsdottir,S.R., Menzel,P., Krogh,A., Young,M., Peng,X.","National Center for Biotechnology Information, NIH",USA,2015-12-17,,Hydrogenobaculum phage 1,19351,complete,,Iceland,,Hydrogenobaculum,,2012-06-07
NC_028692,Arthrobacter phage Decurro,RefSeq,GCF_001470355.1,"Pizzorno,M.C., Stowe,E.L., Andolino,C.J., Luftman,N.D., Meredith,S.M., Pirnie,R.T., Yankauskas,J.R., Ball,S.L., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.","National Center for Biotechnology Information, NIH",USA,2015-12-17,,Decurrovirus decurro,15524,complete,,"USA: Lewisburg, PA",PA,Arthrobacter sp. ATCC 21022,,2014-08-01
NC_028693,Enterococcus phage vB_EfaP_IME195,RefSeq,GCF_001470835.2,"Tong,Y., Zhang,X., An,X., Mi,Z.","National Center for Biotechnology Information, NIH",USA,2015-12-17,,Copernicusvirus IME195,18655,complete,,China,,Enterococcus faecalis,,
NC_028649,Plantain virus X,RefSeq,GCF_001465485.1,"James,D., Phelan,J.","National Center for Biotechnology Information, NIH",USA,2015-12-11,,Plantain virus X,6888,complete,,Canada,,Ribes nigrum,,2008-01
NC_028650,Rat bufavirus SY-2015,RefSeq,GCF_001465505.1,"Yang,S., Liu,D., Wang,Y., Qu,F., He,Y., Sun,Z., Shen,Q., Li,W., Fu,X., Deng,X., Zhang,W., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2015-12-11,791102,Protoparvovirus rodent3,4634,complete,,China,,Rattus,feces,2014-06-20
NC_028635,Pan troglodytes verus polyomavirus 8,RefSeq,GCF_001465105.1,"van Persie,J., Buitendijk,H., Fagrouch,Z., Bogers,W., Haaksma,T., Kondova,I., Verschoor,E.J.","National Center for Biotechnology Information, NIH",USA,2015-12-08,Ch-Regina,Betapolyomavirus octipanos,5163,complete,,Netherlands: Rijswijk,,Pan troglodytes,abdominal cavity,2014
NC_028465,Maize rough dwarf virus,RefSeq,GCF_001461385.2,"Lv,M., Xie,L., Yang,J., Chen,J., Zhang,H.M.","National Center for Biotechnology Information, NIH",USA,2015-12-03,,Maize rough dwarf virus,3164,complete,5,Italy,,Zea mays,,2008
NC_028466,Botrytis cinerea negative-stranded RNA virus 1,RefSeq,GCF_001461065.3,"Donaire,L., Pagan,I., Ayllon,M.A.","National Center for Biotechnology Information, NIH",USA,2015-12-03,HAZ3-9,Botrytis cinerea negative-stranded RNA virus 1,8543,complete,,Spain,,Bos grunniens,,
NC_028467,Penicillium aurantiogriseum fusarivirus 1,RefSeq,GCF_001461565.1,"Nerva,L., Ciuffo,M., Vallino,M., Margaria,P., Varese,G.C., Gnavi,G., Turina,M.","National Center for Biotechnology Information, NIH",USA,2015-12-03,,Alphafusarivirus penicilli,6139,complete,,Italy,,Penicillium aurantiogriseum,,2014
NC_028468,Penicillium aurantiogriseum foetidus-like virus,RefSeq,GCF_001461405.1,"Nerva,L., Ciuffo,M., Vallino,M., Margaria,P., Varese,G.C., Gnavi,G., Turina,M.","National Center for Biotechnology Information, NIH",USA,2015-12-03,,Alphayadokarivirus sanbani,3747,complete,,Italy,,Penicillium aurantiogriseum,,2014
NC_028469,Penicillium aurantiogriseum partiti-like virus,RefSeq,GCF_001461145.1,"Nerva,L., Ciuffo,M., Vallino,M., Margaria,P., Varese,G.C., Gnavi,G., Turina,M.","National Center for Biotechnology Information, NIH",USA,2015-12-03,,Penicillium aurantiogriseum partiti-like virus,1813,complete,,Italy,,Penicillium aurantiogriseum,,2014
NC_028470,Pleospora typhicola fusarivirus 1,RefSeq,GCF_001461545.1,"Nerva,L., Ciuffo,M., Vallino,M., Margaria,P., Varese,G.C., Gnavi,G., Turina,M.","National Center for Biotechnology Information, NIH",USA,2015-12-03,,Alphafusarivirus pleosporae,6733,complete,,Italy,,Pleospora typhicola,,2014
NC_028471,Botrytis cinerea mitovirus 2,RefSeq,GCF_001461625.1,"Donaire,L., Ayllon,M.A.","National Center for Biotechnology Information, NIH",USA,2015-12-03,HAZ1-2,Unuamitovirus boci2,2497,complete,,Spain,,Botrytis cinerea,,
NC_028472,Botrytis cinerea mitovirus 3,RefSeq,GCF_001461465.1,"Donaire,L., Ayllon,M.A.","National Center for Biotechnology Information, NIH",USA,2015-12-03,HAZ1-3,Duamitovirus boci3,2922,complete,,Spain,,Botrytis cinerea,,
NC_028473,Grapevine associated narnavirus-1,RefSeq,GCF_001461205.1,"Donaire,L., Ayllon,M.A.","National Center for Biotechnology Information, NIH",USA,2015-12-03,HAZ1-4,Grapevine associated narnavirus-1,2733,complete,,Spain,,Botrytis cinerea,,
NC_028474,Botrytis cinerea mitovirus 4,RefSeq,GCF_001461185.1,"Donaire,L., Ayllon,M.A.","National Center for Biotechnology Information, NIH",USA,2015-12-03,HAZ3-4,Unuamitovirus boci4,2768,complete,,Spain,,Bos grunniens,,
NC_028475,Sclerotinia sclerotiorum mitovirus 3,RefSeq,GCF_001461325.1,"Donaire,L., Ayllon,M.A.","National Center for Biotechnology Information, NIH",USA,2015-12-03,HAZ3-6,Duamitovirus scsc3,2617,complete,,Spain,,Bos grunniens,,
NC_028476,Botrytis ourmia-like virus,RefSeq,GCF_001461305.1,"Donaire,L., Rozas,J., Ayllon,M.A.","National Center for Biotechnology Information, NIH",USA,2015-12-03,HAZ2-3,Botrytis botoulivirus,2903,complete,,Spain,,Botrytis cinerea,,
NC_028477,Ustilaginoidea virens RNA virus 5,RefSeq,GCF_001461665.1,"Zhong,J., Chen,C.Y., Zhang,R.J., Gao,B.D.","National Center for Biotechnology Information, NIH",USA,2015-12-03,,Ustilaginoidea virens RNA virus 5,5221,complete,,China,,Ustilaginoidea virens,,2012
NC_028478,Tomato brown rugose fruit virus,RefSeq,GCF_001461485.1,"Salem,N., Mansour,A., Ciuffo,M., Falk,B.W., Turina,M., Salem,N.M., Mansour,A.N.","National Center for Biotechnology Information, NIH",USA,2015-12-03,Tom1-Jo,Tomato brown rugose fruit virus,6393,complete,,Jordan,,Solanum lycopersicum,,2015-04-17
NC_028480,Red clover powdery mildew-associated totivirus 1,RefSeq,GCF_001461445.1,"Kondo,H., Hisano,S., Chiba,S., Maruyama,K., Andika,I.B., Toyoda,K., Fujimori,F., Suzuki,N.","National Center for Biotechnology Information, NIH",USA,2015-12-03,RPaTV1a_65-114,Red clover powdery mildew-associated totivirus 1,4781,complete,,Japan: Okayama,,Erysiphe trifoliorum,,2013
NC_028481,Red clover powdery mildew-associated totivirus 2,RefSeq,GCF_001461165.1,"Kondo,H., Hisano,S., Chiba,S., Maruyama,K., Andika,I.B., Toyoda,K., Fujimori,F., Suzuki,N.","National Center for Biotechnology Information, NIH",USA,2015-12-03,RPaTV2_75-52,Red clover powdery mildew-associated totivirus 2,4178,complete,,Japan: Okayama,,Erysiphe trifoliorum,,2013
NC_028482,Imjin River virus 1,RefSeq,GCF_001461645.1,"Hang,J., Klein,T.A., Kim,H.C., Yang,Y., Jima,D.D., Richardson,J.H., Jarman,R.G., Kim,H.-C.","National Center for Biotechnology Information, NIH",USA,2015-12-03,,Culicidavirus imjinense,11877,complete,,South Korea: Warrior Base,,Culex bitaeniorhynchus,,2012-08-16
NC_028483,Red clover powdery mildew-associated totivirus 3,RefSeq,GCF_001461285.1,"Kondo,H., Hisano,S., Chiba,S., Maruyama,K., Andika,I.B., Toyoda,K., Fujimori,F., Suzuki,N.","National Center for Biotechnology Information, NIH",USA,2015-12-03,RPaTV3_75-77,Red clover powdery mildew-associated totivirus 3,4784,complete,,Japan: Okayama,,Erysiphe trifoliorum,,2013
NC_028484,Tongilchon virus 1,RefSeq,GCF_001461505.1,"Hang,J., Klein,T.A., Kim,H.C., Yang,Y., Jima,D.D., Richardson,J.H., Jarman,R.G., Kim,H.-C.","National Center for Biotechnology Information, NIH",USA,2015-12-03,,Ohlsrhavirus tongilchon,11343,complete,,South Korea: Warrior Base,,Culex bitaeniorhynchus,,2012-08-27
NC_028485,Red clover powdery mildew-associated totivirus 5,RefSeq,GCF_001461585.1,"Kondo,H., Hisano,S., Chiba,S., Maruyama,K., Andika,I.B., Toyoda,K., Fujimori,F., Suzuki,N.","National Center for Biotechnology Information, NIH",USA,2015-12-03,RPaTV5_75-14,Red clover powdery mildew-associated totivirus 5,5056,complete,,Japan: Okayama,,Erysiphe trifoliorum,,2013
NC_028486,Red clover powdery mildew-associated totivirus 6,RefSeq,GCF_001461425.1,"Kondo,H., Hisano,S., Chiba,S., Maruyama,K., Andika,I.B., Toyoda,K., Fujimori,F., Suzuki,N.","National Center for Biotechnology Information, NIH",USA,2015-12-03,RPaTV6_75-22,Red clover powdery mildew-associated totivirus 6,5007,complete,,Japan: Okayama,,Erysiphe trifoliorum,,2013
