Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_032648,Beihai shrimp virus 6,RefSeq,GCF_001935225.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2017-01-03,,Beihai shrimp virus 6,,1628,complete,2,China,,Penaeidae,,2014
NC_032498,Beihai picobirna-like virus 7,RefSeq,GCF_001925735.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai picobirna-like virus 7,,2033,complete,Seg 2,China,,Sipuncula,,2014
NC_032499,Beihai picobirna-like virus 8,RefSeq,GCF_001926495.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai picobirna-like virus 8,,1534,complete,Seg 1,China,,Sipuncula,,2014
NC_032500,Beihai partiti-like virus 2,RefSeq,GCF_001926175.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai partiti-like virus 2,,1664,complete,Seg 1,China,,Octopus,,2014
NC_032501,Beihai partiti-like virus 2,RefSeq,GCF_001926175.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai partiti-like virus 2,,1602,complete,Seg 2,China,,Octopus,,2014
NC_032502,Beihai picobirna-like virus 7,RefSeq,GCF_001925735.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai picobirna-like virus 7,,1564,complete,Seg 1,China,,Sipuncula,,2014
NC_032503,Beihai picobirna-like virus 8,RefSeq,GCF_001926495.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai picobirna-like virus 8,,1924,complete,Seg 2,China,,Sipuncula,,2014
NC_032504,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,4470,complete,1,China,,Heteroptera,,2013
NC_032506,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,3425,complete,4,China,,Heteroptera,,2013
NC_032507,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,2651,complete,6,China,,Heteroptera,,2013
NC_032508,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,2274,complete,8,China,,Heteroptera,,2013
NC_032509,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,1763,complete,9,China,,Heteroptera,,2013
NC_032510,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,4004,complete,2,China,,Heteroptera,,2013
NC_032511,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,3085,complete,5,China,,Heteroptera,,2013
NC_032512,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,2567,complete,7,China,,Heteroptera,,2013
NC_032513,Wuhan heteroptera virus 3,RefSeq,GCF_001927155.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan heteroptera virus 3,,1595,complete,10,China,,Heteroptera,,2013
NC_032514,Wuhan pillworm virus 1,RefSeq,GCF_001926315.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan pillworm virus 1,,11209,complete,Seg 1,China,,Myriapoda,,2013
NC_032515,Wuhan pillworm virus 1,RefSeq,GCF_001926315.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan pillworm virus 1,,5269,complete,Seg 2,China,,Myriapoda,,2013
NC_032516,Wuhan pillworm virus 1,RefSeq,GCF_001926315.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Wuhan pillworm virus 1,,4365,complete,Seg 3,China,,Myriapoda,,2013
NC_032517,Beihai barnacle virus 11,RefSeq,GCF_001926775.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai barnacle virus 11,,1404,complete,2,China,,Thoracica,,2014
NC_032518,Beihai barnacle virus 12,RefSeq,GCF_001925375.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai barnacle virus 12,,1697,complete,Seg 1,China,,Thoracica,,2014
NC_032519,Beihai barnacle virus 12,RefSeq,GCF_001925375.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai barnacle virus 12,,1580,complete,Seg 2,China,,Thoracica,,2014
NC_032520,Beihai barnacle virus 11,RefSeq,GCF_001926775.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai barnacle virus 11,,3086,complete,1,China,,Thoracica,,2014
NC_032521,Beihai horseshoe crab virus 1,RefSeq,GCF_001925635.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai horseshoe crab virus 1,,3507,complete,seg 1,China,,Merostomata,,2014
NC_032522,Beihai horseshoe crab virus 1,RefSeq,GCF_001925635.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai horseshoe crab virus 1,,1656,complete,seg 2,China,,Merostomata,,2014
NC_032523,Beihai mantis shrimp virus 6,RefSeq,GCF_001926035.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai mantis shrimp virus 6,,3209,complete,1,China,,Stomatopoda,,2014
NC_032524,Beihai mantis shrimp virus 6,RefSeq,GCF_001926035.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai mantis shrimp virus 6,,1444,complete,2,China,,Stomatopoda,,2014
NC_032525,Beihai noda-like virus 11,RefSeq,GCF_001925775.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai noda-like virus 11,,3105,complete,seg 1,China,,Paguroidea,,2014
NC_032526,Beihai noda-like virus 11,RefSeq,GCF_001925775.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-29,,Beihai noda-like virus 11,,1264,complete,seg 2,China,,Paguroidea,,2014
NC_032149,Rhizoctonia solani dsRNA virus 3,RefSeq,GCF_002158835.2,"Zhang,M.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Rhizoctonia solani dsRNA virus 3,Alphapartitivirus,1811,complete,2,China,,Rhizoctonia solani,,1996-07
NC_032150,Rhizoctonia solani dsRNA virus 3,RefSeq,GCF_002158835.2,"Zhang,M.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Rhizoctonia solani dsRNA virus 3,Alphapartitivirus,1890,complete,1,China,,Rhizoctonia solani,,1996-07
NC_032232,Hubei sobemo-like virus 48,RefSeq,GCF_001923315.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei sobemo-like virus 48,,2654,complete,1,China,,Coleoptera,,2013
NC_032256,Hubei lepidoptera virus 1,RefSeq,GCF_001924115.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hudovirus lepidopteris,Hudovirus,1254,complete,Seg 3,China,,Lepidoptera,,2013
NC_032257,Hubei lepidoptera virus 1,RefSeq,GCF_001924115.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hudovirus lepidopteris,Hudovirus,5114,complete,Seg 2,China,,Lepidoptera,,2013
NC_032258,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,3695,complete,1,China,,Lepidoptera,,2013
NC_032260,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,2752,complete,5,China,,Lepidoptera,,2013
NC_032261,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,1896,complete,6,China,,Lepidoptera,,2013
NC_032262,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,1255,complete,8,China,,Lepidoptera,,2013
NC_032263,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,877,complete,10,China,,Lepidoptera,,2013
NC_032264,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,4104,complete,2,China,,Lepidoptera,,2013
NC_032265,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,3292,complete,4,China,,Lepidoptera,,2013
NC_032266,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,1814,complete,7,China,,Lepidoptera,,2013
NC_032267,Hubei lepidoptera virus 3,RefSeq,GCF_001924575.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei lepidoptera virus 3,,1090,complete,9,China,,Lepidoptera,,2013
NC_032268,Hubei tetragnatha maxillosa virus 6,RefSeq,GCF_001924635.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei tetragnatha maxillosa virus 6,,3176,complete,1,China,,Tetragnatha maxillosa,,2013
NC_032269,Hubei tetragnatha maxillosa virus 6,RefSeq,GCF_001924635.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hubei tetragnatha maxillosa virus 6,,1464,complete,2,China,,Tetragnatha maxillosa,,2013
NC_032270,Soybean latent spherical virus,RefSeq,GCF_001923735.1,"Yasmin,T., Nelson,B.D., Hobbs,H.A., McCoppin,N.K., Lambert,K.N., Domier,L.L.","National Center for Biotechnology Information, NIH",USA,2016-12-27,ND1,Nepovirus glycinis,Nepovirus,8170,complete,RA11,USA,,Glycine max,,2010
NC_032271,Soybean latent spherical virus,RefSeq,GCF_001923735.1,"Yasmin,T., Nelson,B.D., Hobbs,H.A., McCoppin,N.K., Lambert,K.N., Domier,L.L.","National Center for Biotechnology Information, NIH",USA,2016-12-27,ND1,Nepovirus glycinis,Nepovirus,5776,complete,RA22,USA,,Glycine max,,2010
NC_032272,Beihai sesarmid crab virus 4,RefSeq,GCF_002288775.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Yingvirus beihaiense,Yingvirus,5620,complete,1,China,,Sesarmidae,,2014
NC_032273,Beihai sesarmid crab virus 3,RefSeq,GCF_002288695.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Yuyuevirus beihaiense,Yuyuevirus,6858,complete,1,China,,Sesarmidae,,2014
NC_032274,Beihai sesarmid crab virus 4,RefSeq,GCF_002288775.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Yingvirus beihaiense,Yingvirus,1760,complete,2,China,,Sesarmidae,,2014
NC_032275,Beihai sesarmid crab virus 3,RefSeq,GCF_002288695.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Yuyuevirus beihaiense,Yuyuevirus,1320,complete,2,China,,Sesarmidae,,2014
NC_032276,Hubei diptera virus 5,RefSeq,GCF_001924595.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Phasivirus hubeiense,Phasivirus,6974,complete,Seg 1,China,,Diptera,,2013
NC_032277,Hubei diptera virus 5,RefSeq,GCF_001924595.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Phasivirus hubeiense,Phasivirus,4318,complete,Seg 2,China,,Diptera,,2013
NC_032278,Hubei diptera virus 4,RefSeq,GCF_001924135.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hudivirus muscae,Hudivirus,4186,complete,Seg 2,China,,Diptera,,2013
NC_032279,Hubei diptera virus 4,RefSeq,GCF_001924135.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hudivirus muscae,Hudivirus,1236,complete,Seg 3,China,,Diptera,,2013
NC_032280,Hubei diptera virus 4,RefSeq,GCF_001924135.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hudivirus muscae,Hudivirus,6947,complete,Seg 1,China,,Diptera,,2013
NC_032281,Hubei diptera virus 5,RefSeq,GCF_001924595.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Phasivirus hubeiense,Phasivirus,1579,complete,Seg 3,China,,Diptera,,2013
NC_032282,Hubei lepidoptera virus 1,RefSeq,GCF_001924115.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-27,,Hudovirus lepidopteris,Hudovirus,7545,complete,Seg 1,China,,Lepidoptera,,2013
NC_032130,Wuhan large pig roundworm virus 1,RefSeq,GCF_001921315.1,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.","National Center for Biotechnology Information, NIH",USA,2016-12-22,,Wuhan large pig roundworm virus 1,,1560,complete,Seg 1,China,,Ascaris suum,,2014
